ㄝ ㄝ e , big5
埗 ㄅㄨˋ bu4 1j4 utf8
廍 ㄅㄨˋ bu4 1j4 utf8
徏 ㄅㄨˋ bu4 1j4 utf8
悑 ㄅㄨˋ bu4 1j4 utf8
柨 ㄅㄨˋ bu4 1j4 utf8
歨 ㄅㄨˋ bu4 1j4 utf8
歩 ㄅㄨˋ bu4 1j4 utf8
荹 ㄅㄨˋ bu4 1j4 utf8
还 ㄅㄨˋ bu4 1j4 utf8
鈈 ㄅㄨˋ bu4 1j4 utf8
陠 ㄅㄨˋ bu4 1j4 utf8
鞴 ㄅㄨˋ bu4 1j4 utf8
餢 ㄅㄨˋ bu4 1j4 utf8
𡝃 ㄅㄨˋ bu4 1j4 utf8
不 ㄅㄨˊ bu2 1j6 big5
包 ㄅㄠ bao 1l big5
胞 ㄅㄠ bao 1l big5
苞 ㄅㄠ bao 1l big5
褒 ㄅㄠ bao 1l big5
枹 ㄅㄠ bao 1l big5
笣 ㄅㄠ bao 1l big5
蕔 ㄅㄠ bao 1l big5
孢 ㄅㄠ bao 1l big5
煲 ㄅㄠ bao 1l big5
㷛 ㄅㄠ bao 1l utf8
䙝 ㄅㄠ bao 1l utf8
䶌 ㄅㄠ bao 1l utf8
佨 ㄅㄠ bao 1l utf8
剥 ㄅㄠ bao 1l utf8
礟 ㄅㄠ bao 1l utf8
礮 ㄅㄠ bao 1l utf8
裦 ㄅㄠ bao 1l utf8
襃 ㄅㄠ bao 1l utf8
闁 ㄅㄠ bao 1l utf8
靤 ㄅㄠ bao 1l utf8
保 ㄅㄠˇ bao3 1l3 big5
寶 ㄅㄠˇ bao3 1l3 big5
飽 ㄅㄠˇ bao3 1l3 big5
堡 ㄅㄠˇ bao3 1l3 big5
褓 ㄅㄠˇ bao3 1l3 big5
葆 ㄅㄠˇ bao3 1l3 big5
鴇 ㄅㄠˇ bao3 1l3 big5
怉 ㄅㄠˇ bao3 1l3 big5
駂 ㄅㄠˇ bao3 1l3 big5
鳵 ㄅㄠˇ bao3 1l3 big5
媬 ㄅㄠˇ bao3 1l3 big5
㻄 ㄅㄠˇ bao3 1l3 utf8
䎂 ㄅㄠˇ bao3 1l3 utf8
䯽 ㄅㄠˇ bao3 1l3 utf8
䳈 ㄅㄠˇ bao3 1l3 utf8
䴐 ㄅㄠˇ bao3 1l3 utf8
堢 ㄅㄠˇ bao3 1l3 utf8
宝 ㄅㄠˇ bao3 1l3 utf8
寚 ㄅㄠˇ bao3 1l3 utf8
寳 ㄅㄠˇ bao3 1l3 utf8
珤 ㄅㄠˇ bao3 1l3 utf8
緥 ㄅㄠˇ bao3 1l3 utf8
裦 ㄅㄠˇ bao3 1l3 utf8
襃 ㄅㄠˇ bao3 1l3 utf8
賲 ㄅㄠˇ bao3 1l3 utf8
闁 ㄅㄠˇ bao3 1l3 utf8
報 ㄅㄠˋ bao4 1l4 big5
抱 ㄅㄠˋ bao4 1l4 big5
暴 ㄅㄠˋ bao4 1l4 big5
爆 ㄅㄠˋ bao4 1l4 big5
豹 ㄅㄠˋ bao4 1l4 big5
鮑 ㄅㄠˋ bao4 1l4 big5
刨 ㄅㄠˋ bao4 1l4 big5
趵 ㄅㄠˋ bao4 1l4 big5
鉋 ㄅㄠˋ bao4 1l4 big5
虣 ㄅㄠˋ bao4 1l4 big5
鑤 ㄅㄠˋ bao4 1l4 big5
儤 ㄅㄠˋ bao4 1l4 big5
菢 ㄅㄠˋ bao4 1l4 big5
袌 ㄅㄠˋ bao4 1l4 big5
嚗 ㄅㄠˋ bao4 1l4 big5
犦 ㄅㄠˋ bao4 1l4 big5
忁 ㄅㄠˋ bao4 1l4 big5
㬧 ㄅㄠˋ bao4 1l4 utf8
㲒 ㄅㄠˋ bao4 1l4 utf8
勽 ㄅㄠˋ bao4 1l4 utf8
报 ㄅㄠˋ bao4 1l4 utf8
曓 ㄅㄠˋ bao4 1l4 utf8
煿 ㄅㄠˋ bao4 1l4 utf8
骲 ㄅㄠˋ bao4 1l4 utf8
𢼌 ㄅㄠˋ bao4 1l4 utf8
𩊅 ㄅㄠˋ bao4 1l4 utf8
雹 ㄅㄠˊ bao2 1l6 big5
薄 ㄅㄠˊ bao2 1l6 big5
窇 ㄅㄠˊ bao2 1l6 big5
瓝 ㄅㄠˊ bao2 1l6 big5
䪨 ㄅㄠˊ bao2 1l6 utf8
寶 ㄅㄠ˙ bao5 1l7 big5
背 ㄅㄟ bei 1o big5
杯 ㄅㄟ bei 1o big5
悲 ㄅㄟ bei 1o big5
卑 ㄅㄟ bei 1o big5
碑 ㄅㄟ bei 1o big5
俾 ㄅㄟ bei 1o big5
揹 ㄅㄟ bei 1o big5
偝 ㄅㄟ bei 1o big5
盃 ㄅㄟ bei 1o big5
裨 ㄅㄟ bei 1o big5
萆 ㄅㄟ bei 1o big5
桮 ㄅㄟ bei 1o big5
椑 ㄅㄟ bei 1o big5
伓 ㄅㄟ bei 1o big5
綼 ㄅㄟ bei 1o big5
鵯 ㄅㄟ bei 1o big5
藣 ㄅㄟ bei 1o big5
埤 ㄅㄟ bei 1o big5
㽡 ㄅㄟ bei 1o utf8
䱝 ㄅㄟ bei 1o utf8
壀 ㄅㄟ bei 1o utf8
摆 ㄅㄟ bei 1o utf8
琕 ㄅㄟ bei 1o utf8
錃 ㄅㄟ bei 1o utf8
阫 ㄅㄟ bei 1o utf8
𠾦 ㄅㄟ bei 1o utf8
𥱼 ㄅㄟ bei 1o utf8
𪂃 ㄅㄟ bei 1o utf8
北 ㄅㄟˇ bei3 1o3 big5
被 ㄅㄟˋ bei4 1o4 big5
備 ㄅㄟˋ bei4 1o4 big5
背 ㄅㄟˋ bei4 1o4 big5
貝 ㄅㄟˋ bei4 1o4 big5
輩 ㄅㄟˋ bei4 1o4 big5
倍 ㄅㄟˋ bei4 1o4 big5
臂 ㄅㄟˋ bei4 1o4 big5
狽 ㄅㄟˋ bei4 1o4 big5
憊 ㄅㄟˋ bei4 1o4 big5
悖 ㄅㄟˋ bei4 1o4 big5
孛 ㄅㄟˋ bei4 1o4 big5
焙 ㄅㄟˋ bei4 1o4 big5
蓓 ㄅㄟˋ bei4 1o4 big5
褙 ㄅㄟˋ bei4 1o4 big5
邶 ㄅㄟˋ bei4 1o4 big5
琲 ㄅㄟˋ bei4 1o4 big5
誖 ㄅㄟˋ bei4 1o4 big5
鋇 ㄅㄟˋ bei4 1o4 big5
哱 ㄅㄟˋ bei4 1o4 big5
糒 ㄅㄟˋ bei4 1o4 big5
梖 ㄅㄟˋ bei4 1o4 big5
珼 ㄅㄟˋ bei4 1o4 big5
鄁 ㄅㄟˋ bei4 1o4 big5
牬 ㄅㄟˋ bei4 1o4 big5
郥 ㄅㄟˋ bei4 1o4 big5
犕 ㄅㄟˋ bei4 1o4 big5
奰 ㄅㄟˋ bei4 1o4 big5
㔗 ㄅㄟˋ bei4 1o4 utf8
㛝 ㄅㄟˋ bei4 1o4 utf8
㫲 ㄅㄟˋ bei4 1o4 utf8
㸬 ㄅㄟˋ bei4 1o4 utf8
㸽 ㄅㄟˋ bei4 1o4 utf8
㻗 ㄅㄟˋ bei4 1o4 utf8
䟛 ㄅㄟˋ bei4 1o4 utf8
䰽 ㄅㄟˋ bei4 1o4 utf8
俻 ㄅㄟˋ bei4 1o4 utf8
偹 ㄅㄟˋ bei4 1o4 utf8
僃 ㄅㄟˋ bei4 1o4 utf8
垻 ㄅㄟˋ bei4 1o4 utf8
学 ㄅㄟˋ bei4 1o4 utf8
愂 ㄅㄟˋ bei4 1o4 utf8
旇 ㄅㄟˋ bei4 1o4 utf8
禙 ㄅㄟˋ bei4 1o4 utf8
蛽 ㄅㄟˋ bei4 1o4 utf8
𢳁 ㄅㄟˋ bei4 1o4 utf8
𧿳 ㄅㄟˋ bei4 1o4 utf8
唄 ㄅㄟ˙ bei5 1o7 big5
𠼕 ㄅㄟ˙ bei5 1o7 utf8
奔 ㄅㄣ ben 1p big5
賁 ㄅㄣ ben 1p big5
錛 ㄅㄣ ben 1p big5
泍 ㄅㄣ ben 1p big5
渀 ㄅㄣ ben 1p big5
犇 ㄅㄣ ben 1p big5
倴 ㄅㄣ ben 1p utf8
𨁼 ㄅㄣ ben 1p utf8
本 ㄅㄣˇ ben3 1p3 big5
畚 ㄅㄣˇ ben3 1p3 big5
苯 ㄅㄣˇ ben3 1p3 big5
㡷 ㄅㄣˇ ben3 1p3 utf8
㮺 ㄅㄣˇ ben3 1p3 utf8
夲 ㄅㄣˇ ben3 1p3 utf8
楍 ㄅㄣˇ ben3 1p3 utf8
𢫆 ㄅㄣˇ ben3 1p3 utf8
笨 ㄅㄣˋ ben4 1p4 big5
体 ㄅㄣˋ ben4 1p4 big5
坌 ㄅㄣˋ ben4 1p4 big5
㤓 ㄅㄣˋ ben4 1p4 utf8
㨧 ㄅㄣˋ ben4 1p4 utf8
㮥 ㄅㄣˋ ben4 1p4 utf8
捹 ㄅㄣˋ ben4 1p4 utf8
撪 ㄅㄣˋ ben4 1p4 utf8
桳 ㄅㄣˋ ben4 1p4 utf8
獖 ㄅㄣˋ ben4 1p4 utf8
輽 ㄅㄣˋ ben4 1p4 utf8
逩 ㄅㄣˋ ben4 1p4 utf8
𨁼 ㄅㄣˋ ben4 1p4 utf8
逼 ㄅㄧ bi 1u big5
屄 ㄅㄧ bi 1u big5
偪 ㄅㄧ bi 1u big5
稫 ㄅㄧ bi 1u big5
豍 ㄅㄧ bi 1u big5
㘠 ㄅㄧ bi 1u utf8
㯅 ㄅㄧ bi 1u utf8
䮠 ㄅㄧ bi 1u utf8
嫓 ㄅㄧ bi 1u utf8
毴 ㄅㄧ bi 1u utf8
皀 ㄅㄧ bi 1u utf8
螕 ㄅㄧ bi 1u utf8
憋 ㄅㄧㄝ bie 1u, big5
鱉 ㄅㄧㄝ bie 1u, big5
虌 ㄅㄧㄝ bie 1u, big5
㿜 ㄅㄧㄝ bie 1u, utf8
䘷 ㄅㄧㄝ bie 1u, utf8
䳤 ㄅㄧㄝ bie 1u, utf8
鼈 ㄅㄧㄝ bie 1u, utf8
癟 ㄅㄧㄝˇ bie3 1u,3 big5
蛂 ㄅㄧㄝˇ bie3 1u,3 big5
㿜 ㄅㄧㄝˇ bie3 1u,3 utf8
彆 ㄅㄧㄝˋ bie4 1u,4 big5
縪 ㄅㄧㄝˋ bie4 1u,4 big5
㢼 ㄅㄧㄝˋ bie4 1u,4 utf8
别 ㄅㄧㄝˋ bie4 1u,4 utf8
別 ㄅㄧㄝˊ bie2 1u,6 big5
蹩 ㄅㄧㄝˊ bie2 1u,6 big5
咇 ㄅㄧㄝˊ bie2 1u,6 big5
徶 ㄅㄧㄝˊ bie2 1u,6 big5
襒 ㄅㄧㄝˊ bie2 1u,6 big5
蟞 ㄅㄧㄝˊ bie2 1u,6 big5
㢼 ㄅㄧㄝˊ bie2 1u,6 utf8
㧙 ㄅㄧㄝˊ bie2 1u,6 utf8
䏟 ㄅㄧㄝˊ bie2 1u,6 utf8
䟤 ㄅㄧㄝˊ bie2 1u,6 utf8
䭱 ㄅㄧㄝˊ bie2 1u,6 utf8
别 ㄅㄧㄝˊ bie2 1u,6 utf8
吡 ㄅㄧㄝˊ bie2 1u,6 utf8
兵 ㄅㄧㄥ bing 1u/ big5
冰 ㄅㄧㄥ bing 1u/ big5
掤 ㄅㄧㄥ bing 1u/ big5
栟 ㄅㄧㄥ bing 1u/ big5
仌 ㄅㄧㄥ bing 1u/ utf8
屛 ㄅㄧㄥ bing 1u/ utf8
幈 ㄅㄧㄥ bing 1u/ utf8
幷 ㄅㄧㄥ bing 1u/ utf8
梹 ㄅㄧㄥ bing 1u/ utf8
氷 ㄅㄧㄥ bing 1u/ utf8
鋲 ㄅㄧㄥ bing 1u/ utf8
餅 ㄅㄧㄥˇ bing3 1u/3 big5
丙 ㄅㄧㄥˇ bing3 1u/3 big5
稟 ㄅㄧㄥˇ bing3 1u/3 big5
柄 ㄅㄧㄥˇ bing3 1u/3 big5
秉 ㄅㄧㄥˇ bing3 1u/3 big5
炳 ㄅㄧㄥˇ bing3 1u/3 big5
昺 ㄅㄧㄥˇ bing3 1u/3 big5
邴 ㄅㄧㄥˇ bing3 1u/3 big5
怲 ㄅㄧㄥˇ bing3 1u/3 big5
鞞 ㄅㄧㄥˇ bing3 1u/3 big5
鉼 ㄅㄧㄥˇ bing3 1u/3 big5
蛃 ㄅㄧㄥˇ bing3 1u/3 big5
陃 ㄅㄧㄥˇ bing3 1u/3 big5
苪 ㄅㄧㄥˇ bing3 1u/3 big5
窉 ㄅㄧㄥˇ bing3 1u/3 big5
屏 ㄅㄧㄥˇ bing3 1u/3 big5
庰 ㄅㄧㄥˇ bing3 1u/3 big5
㨀 ㄅㄧㄥˇ bing3 1u/3 utf8
䋑 ㄅㄧㄥˇ bing3 1u/3 utf8
屛 ㄅㄧㄥˇ bing3 1u/3 utf8
幈 ㄅㄧㄥˇ bing3 1u/3 utf8
抦 ㄅㄧㄥˇ bing3 1u/3 utf8
昞 ㄅㄧㄥˇ bing3 1u/3 utf8
棅 ㄅㄧㄥˇ bing3 1u/3 utf8
琕 ㄅㄧㄥˇ bing3 1u/3 utf8
眪 ㄅㄧㄥˇ bing3 1u/3 utf8
禀 ㄅㄧㄥˇ bing3 1u/3 utf8
逬 ㄅㄧㄥˇ bing3 1u/3 utf8
餜 ㄅㄧㄥˇ bing3 1u/3 utf8
餠 ㄅㄧㄥˇ bing3 1u/3 utf8
並 ㄅㄧㄥˋ bing4 1u/4 big5
病 ㄅㄧㄥˋ bing4 1u/4 big5
併 ㄅㄧㄥˋ bing4 1u/4 big5
并 ㄅㄧㄥˋ bing4 1u/4 big5
摒 ㄅㄧㄥˋ bing4 1u/4 big5
寎 ㄅㄧㄥˋ bing4 1u/4 big5
鵧 ㄅㄧㄥˋ bing4 1u/4 big5
偋 ㄅㄧㄥˋ bing4 1u/4 big5
㓈 ㄅㄧㄥˋ bing4 1u/4 utf8
㨀 ㄅㄧㄥˋ bing4 1u/4 utf8
䗒 ㄅㄧㄥˋ bing4 1u/4 utf8
倂 ㄅㄧㄥˋ bing4 1u/4 utf8
傡 ㄅㄧㄥˋ bing4 1u/4 utf8
幷 ㄅㄧㄥˋ bing4 1u/4 utf8
开 ㄅㄧㄥˋ bing4 1u/4 utf8
抦 ㄅㄧㄥˋ bing4 1u/4 utf8
栤 ㄅㄧㄥˋ bing4 1u/4 utf8
棅 ㄅㄧㄥˋ bing4 1u/4 utf8
竝 ㄅㄧㄥˋ bing4 1u/4 utf8
逬 ㄅㄧㄥˋ bing4 1u/4 utf8
鈵 ㄅㄧㄥˋ bing4 1u/4 utf8
靐 ㄅㄧㄥˋ bing4 1u/4 utf8
鮩 ㄅㄧㄥˋ bing4 1u/4 utf8
邊 ㄅㄧㄢ bian 1u0 big5
編 ㄅㄧㄢ bian 1u0 big5
鞭 ㄅㄧㄢ bian 1u0 big5
蝙 ㄅㄧㄢ bian 1u0 big5
砭 ㄅㄧㄢ bian 1u0 big5
籩 ㄅㄧㄢ bian 1u0 big5
箯 ㄅㄧㄢ bian 1u0 big5
稨 ㄅㄧㄢ bian 1u0 big5
猵 ㄅㄧㄢ bian 1u0 big5
甂 ㄅㄧㄢ bian 1u0 big5
柉 ㄅㄧㄢ bian 1u0 big5
楄 ㄅㄧㄢ bian 1u0 big5
煸 ㄅㄧㄢ bian 1u0 big5
牑 ㄅㄧㄢ bian 1u0 utf8
獱 ㄅㄧㄢ bian 1u0 utf8
边 ㄅㄧㄢ bian 1u0 utf8
邉 ㄅㄧㄢ bian 1u0 utf8
鍽 ㄅㄧㄢ bian 1u0 utf8
鯾 ㄅㄧㄢ bian 1u0 utf8
鯿 ㄅㄧㄢ bian 1u0 utf8
𩼧 ㄅㄧㄢ bian 1u0 utf8
扁 ㄅㄧㄢˇ bian3 1u03 big5
貶 ㄅㄧㄢˇ bian3 1u03 big5
匾 ㄅㄧㄢˇ bian3 1u03 big5
褊 ㄅㄧㄢˇ bian3 1u03 big5
窆 ㄅㄧㄢˇ bian3 1u03 big5
萹 ㄅㄧㄢˇ bian3 1u03 big5
惼 ㄅㄧㄢˇ bian3 1u03 big5
碥 ㄅㄧㄢˇ bian3 1u03 big5
㝎 ㄅㄧㄢˇ bian3 1u03 utf8
㦚 ㄅㄧㄢˇ bian3 1u03 utf8
糄 ㄅㄧㄢˇ bian3 1u03 utf8
便 ㄅㄧㄢˋ bian4 1u04 big5
變 ㄅㄧㄢˋ bian4 1u04 big5
遍 ㄅㄧㄢˋ bian4 1u04 big5
辨 ㄅㄧㄢˋ bian4 1u04 big5
辯 ㄅㄧㄢˋ bian4 1u04 big5
汴 ㄅㄧㄢˋ bian4 1u04 big5
辮 ㄅㄧㄢˋ bian4 1u04 big5
忭 ㄅㄧㄢˋ bian4 1u04 big5
弁 ㄅㄧㄢˋ bian4 1u04 big5
釆 ㄅㄧㄢˋ bian4 1u04 big5
抃 ㄅㄧㄢˋ bian4 1u04 big5
緶 ㄅㄧㄢˋ bian4 1u04 big5
艑 ㄅㄧㄢˋ bian4 1u04 big5
卞 ㄅㄧㄢˋ bian4 1u04 big5
揙 ㄅㄧㄢˋ bian4 1u04 big5
汳 ㄅㄧㄢˋ bian4 1u04 big5
鴘 ㄅㄧㄢˋ bian4 1u04 big5
閞 ㄅㄧㄢˋ bian4 1u04 big5
㝸 ㄅㄧㄢˋ bian4 1u04 utf8
㣐 ㄅㄧㄢˋ bian4 1u04 utf8
㭓 ㄅㄧㄢˋ bian4 1u04 utf8
㳎 ㄅㄧㄢˋ bian4 1u04 utf8
㵷 ㄅㄧㄢˋ bian4 1u04 utf8
㺹 ㄅㄧㄢˋ bian4 1u04 utf8
䉸 ㄅㄧㄢˋ bian4 1u04 utf8
䛒 ㄅㄧㄢˋ bian4 1u04 utf8
䪻 ㄅㄧㄢˋ bian4 1u04 utf8
変 ㄅㄧㄢˋ bian4 1u04 utf8
徧 ㄅㄧㄢˋ bian4 1u04 utf8
昪 ㄅㄧㄢˋ bian4 1u04 utf8
玣 ㄅㄧㄢˋ bian4 1u04 utf8
苄 ㄅㄧㄢˋ bian4 1u04 utf8
辡 ㄅㄧㄢˋ bian4 1u04 utf8
辧 ㄅㄧㄢˋ bian4 1u04 utf8
比 ㄅㄧˇ bi3 1u3 big5
筆 ㄅㄧˇ bi3 1u3 big5
彼 ㄅㄧˇ bi3 1u3 big5
鄙 ㄅㄧˇ bi3 1u3 big5
匕 ㄅㄧˇ bi3 1u3 big5
沘 ㄅㄧˇ bi3 1u3 big5
秕 ㄅㄧˇ bi3 1u3 big5
屄 ㄅㄧˇ bi3 1u3 big5
蚍 ㄅㄧˇ bi3 1u3 big5
妣 ㄅㄧˇ bi3 1u3 big5
疕 ㄅㄧˇ bi3 1u3 big5
潷 ㄅㄧˇ bi3 1u3 big5
柀 ㄅㄧˇ bi3 1u3 big5
朼 ㄅㄧˇ bi3 1u3 big5
貏 ㄅㄧˇ bi3 1u3 big5
夶 ㄅㄧˇ bi3 1u3 big5
㚰 ㄅㄧˇ bi3 1u3 utf8
㪏 ㄅㄧˇ bi3 1u3 utf8
㻶 ㄅㄧˇ bi3 1u3 utf8
佊 ㄅㄧˇ bi3 1u3 utf8
吡 ㄅㄧˇ bi3 1u3 utf8
啚 ㄅㄧˇ bi3 1u3 utf8
滗 ㄅㄧˇ bi3 1u3 utf8
笔 ㄅㄧˇ bi3 1u3 utf8
粃 ㄅㄧˇ bi3 1u3 utf8
舭 ㄅㄧˇ bi3 1u3 utf8
袐 ㄅㄧˇ bi3 1u3 utf8
豼 ㄅㄧˇ bi3 1u3 utf8
𠤎 ㄅㄧˇ bi3 1u3 utf8
𣔓 ㄅㄧˇ bi3 1u3 utf8
必 ㄅㄧˋ bi4 1u4 big5
敝 ㄅㄧˋ bi4 1u4 big5
畢 ㄅㄧˋ bi4 1u4 big5
壁 ㄅㄧˋ bi4 1u4 big5
避 ㄅㄧˋ bi4 1u4 big5
璧 ㄅㄧˋ bi4 1u4 big5
閉 ㄅㄧˋ bi4 1u4 big5
鄙 ㄅㄧˋ bi4 1u4 big5
臂 ㄅㄧˋ bi4 1u4 big5
幣 ㄅㄧˋ bi4 1u4 big5
弊 ㄅㄧˋ bi4 1u4 big5
婢 ㄅㄧˋ bi4 1u4 big5
斃 ㄅㄧˋ bi4 1u4 big5
碧 ㄅㄧˋ bi4 1u4 big5
泌 ㄅㄧˋ bi4 1u4 big5
祕 ㄅㄧˋ bi4 1u4 big5
俾 ㄅㄧˋ bi4 1u4 big5
蔽 ㄅㄧˋ bi4 1u4 big5
庇 ㄅㄧˋ bi4 1u4 big5
嗶 ㄅㄧˋ bi4 1u4 big5
愎 ㄅㄧˋ bi4 1u4 big5
辟 ㄅㄧˋ bi4 1u4 big5
弼 ㄅㄧˋ bi4 1u4 big5
裨 ㄅㄧˋ bi4 1u4 big5
陛 ㄅㄧˋ bi4 1u4 big5
埤 ㄅㄧˋ bi4 1u4 big5
箄 ㄅㄧˋ bi4 1u4 big5
篦 ㄅㄧˋ bi4 1u4 big5
畀 ㄅㄧˋ bi4 1u4 big5
比 ㄅㄧˋ bi4 1u4 big5
嬖 ㄅㄧˋ bi4 1u4 big5
睥 ㄅㄧˋ bi4 1u4 big5
賁 ㄅㄧˋ bi4 1u4 big5
贔 ㄅㄧˋ bi4 1u4 big5
襞 ㄅㄧˋ bi4 1u4 big5
毖 ㄅㄧˋ bi4 1u4 big5
蓽 ㄅㄧˋ bi4 1u4 big5
蹕 ㄅㄧˋ bi4 1u4 big5
髀 ㄅㄧˋ bi4 1u4 big5
怭 ㄅㄧˋ bi4 1u4 big5
庳 ㄅㄧˋ bi4 1u4 big5
愊 ㄅㄧˋ bi4 1u4 big5
楅 ㄅㄧˋ bi4 1u4 big5
湢 ㄅㄧˋ bi4 1u4 big5
狴 ㄅㄧˋ bi4 1u4 big5
獘 ㄅㄧˋ bi4 1u4 big5
篳 ㄅㄧˋ bi4 1u4 big5
苾 ㄅㄧˋ bi4 1u4 big5
薜 ㄅㄧˋ bi4 1u4 big5
觱 ㄅㄧˋ bi4 1u4 big5
詖 ㄅㄧˋ bi4 1u4 big5
躄 ㄅㄧˋ bi4 1u4 big5
邲 ㄅㄧˋ bi4 1u4 big5
閟 ㄅㄧˋ bi4 1u4 big5
柲 ㄅㄧˋ bi4 1u4 big5
梐 ㄅㄧˋ bi4 1u4 big5
珌 ㄅㄧˋ bi4 1u4 big5
痺 ㄅㄧˋ bi4 1u4 big5
飶 ㄅㄧˋ bi4 1u4 big5
馝 ㄅㄧˋ bi4 1u4 big5
駜 ㄅㄧˋ bi4 1u4 big5
鎞 ㄅㄧˋ bi4 1u4 big5
鷩 ㄅㄧˋ bi4 1u4 big5
皕 ㄅㄧˋ bi4 1u4 big5
堛 ㄅㄧˋ bi4 1u4 big5
鉍 ㄅㄧˋ bi4 1u4 big5
痹 ㄅㄧˋ bi4 1u4 big5
腷 ㄅㄧˋ bi4 1u4 big5
骳 ㄅㄧˋ bi4 1u4 big5
坒 ㄅㄧˋ bi4 1u4 big5
滭 ㄅㄧˋ bi4 1u4 big5
熚 ㄅㄧˋ bi4 1u4 big5
疪 ㄅㄧˋ bi4 1u4 big5
妼 ㄅㄧˋ bi4 1u4 big5
鏎 ㄅㄧˋ bi4 1u4 big5
鷝 ㄅㄧˋ bi4 1u4 big5
柫 ㄅㄧˋ bi4 1u4 big5
佖 ㄅㄧˋ bi4 1u4 big5
蜌 ㄅㄧˋ bi4 1u4 big5
彃 ㄅㄧˋ bi4 1u4 big5
箅 ㄅㄧˋ bi4 1u4 big5
蓖 ㄅㄧˋ bi4 1u4 big5
鄪 ㄅㄧˋ bi4 1u4 big5
罼 ㄅㄧˋ bi4 1u4 big5
鮅 ㄅㄧˋ bi4 1u4 big5
襒 ㄅㄧˋ bi4 1u4 big5
鵖 ㄅㄧˋ bi4 1u4 big5
襣 ㄅㄧˋ bi4 1u4 big5
驆 ㄅㄧˋ bi4 1u4 big5
鼊 ㄅㄧˋ bi4 1u4 big5
芘 ㄅㄧˋ bi4 1u4 big5
粊 ㄅㄧˋ bi4 1u4 big5
稗 ㄅㄧˋ bi4 1u4 big5
嫳 ㄅㄧˋ bi4 1u4 big5
獙 ㄅㄧˋ bi4 1u4 big5
廦 ㄅㄧˋ bi4 1u4 big5
鄨 ㄅㄧˋ bi4 1u4 big5
縪 ㄅㄧˋ bi4 1u4 big5
㘬 ㄅㄧˋ bi4 1u4 utf8
㚕 ㄅㄧˋ bi4 1u4 utf8
㡀 ㄅㄧˋ bi4 1u4 utf8
㢰 ㄅㄧˋ bi4 1u4 utf8
㢶 ㄅㄧˋ bi4 1u4 utf8
㧙 ㄅㄧˋ bi4 1u4 utf8
㱸 ㄅㄧˋ bi4 1u4 utf8
㳼 ㄅㄧˋ bi4 1u4 utf8
㵒 ㄅㄧˋ bi4 1u4 utf8
㻫 ㄅㄧˋ bi4 1u4 utf8
㽬 ㄅㄧˋ bi4 1u4 utf8
㿰 ㄅㄧˋ bi4 1u4 utf8
䀣 ㄅㄧˋ bi4 1u4 utf8
䁹 ㄅㄧˋ bi4 1u4 utf8
䄶 ㄅㄧˋ bi4 1u4 utf8
䌟 ㄅㄧˋ bi4 1u4 utf8
䏟 ㄅㄧˋ bi4 1u4 utf8
䖩 ㄅㄧˋ bi4 1u4 utf8
䟤 ㄅㄧˋ bi4 1u4 utf8
䠋 ㄅㄧˋ bi4 1u4 utf8
䩛 ㄅㄧˋ bi4 1u4 utf8
䫁 ㄅㄧˋ bi4 1u4 utf8
仏 ㄅㄧˋ bi4 1u4 utf8
吡 ㄅㄧˋ bi4 1u4 utf8
啚 ㄅㄧˋ bi4 1u4 utf8
嚊 ㄅㄧˋ bi4 1u4 utf8
壀 ㄅㄧˋ bi4 1u4 utf8
孹 ㄅㄧˋ bi4 1u4 utf8
屓 ㄅㄧˋ bi4 1u4 utf8
币 ㄅㄧˋ bi4 1u4 utf8
弻 ㄅㄧˋ bi4 1u4 utf8
怶 ㄅㄧˋ bi4 1u4 utf8
朇 ㄅㄧˋ bi4 1u4 utf8
枈 ㄅㄧˋ bi4 1u4 utf8
檘 ㄅㄧˋ bi4 1u4 utf8
煏 ㄅㄧˋ bi4 1u4 utf8
畁 ㄅㄧˋ bi4 1u4 utf8
畐 ㄅㄧˋ bi4 1u4 utf8
畗 ㄅㄧˋ bi4 1u4 utf8
睤 ㄅㄧˋ bi4 1u4 utf8
禆 ㄅㄧˋ bi4 1u4 utf8
箆 ㄅㄧˋ bi4 1u4 utf8
紴 ㄅㄧˋ bi4 1u4 utf8
聛 ㄅㄧˋ bi4 1u4 utf8
袐 ㄅㄧˋ bi4 1u4 utf8
豼 ㄅㄧˋ bi4 1u4 utf8
貱 ㄅㄧˋ bi4 1u4 utf8
躃 ㄅㄧˋ bi4 1u4 utf8
辥 ㄅㄧˋ bi4 1u4 utf8
鐴 ㄅㄧˋ bi4 1u4 utf8
鐾 ㄅㄧˋ bi4 1u4 utf8
閇 ㄅㄧˋ bi4 1u4 utf8
鞸 ㄅㄧˋ bi4 1u4 utf8
韠 ㄅㄧˋ bi4 1u4 utf8
魓 ㄅㄧˋ bi4 1u4 utf8
鰏 ㄅㄧˋ bi4 1u4 utf8
𠌫 ㄅㄧˋ bi4 1u4 utf8
𡚁 ㄅㄧˋ bi4 1u4 utf8
鼻 ㄅㄧˊ bi2 1u6 big5
標 ㄅㄧㄠ biao 1ul big5
彪 ㄅㄧㄠ biao 1ul big5
鑣 ㄅㄧㄠ biao 1ul big5
鏢 ㄅㄧㄠ biao 1ul big5
飆 ㄅㄧㄠ biao 1ul big5
膘 ㄅㄧㄠ biao 1ul big5
熛 ㄅㄧㄠ biao 1ul big5
麃 ㄅㄧㄠ biao 1ul big5
